Call_Id,Call_Arrival_Time,Skill_ID,Agent_ID,Agent,Date,Time,Answered_YN,Answered_Time,Call_Departure_Time,Resolved,Speed_of_Answer_Seconds,AvgTalkDuration,Satisfaction_Rating
ID00186,1/2/2024 9:17,Retention,Agent_H,H,1/2/2024,9:17:28,Y,1/2/2024 9:17,1/2/2024 9:21,Y,20,3:15,3
ID00187,1/7/2024 16:07,Customer_Service,Agent_D,D,1/7/2024,16:07:22,Y,1/7/2024 16:07,1/7/2024 16:10,Y,8,2:36,3
ID00188,01/17/2024 12:02,Customer_Service,Agent_A,A,01/17/2024,12:02:14,Y,01/17/2024 12:02,01/17/2024 12:05,Y,10,3:02,4
ID00189,1/7/2024 10:48,Billing,Agent_C,C,1/7/2024,10:48:16,Y,1/7/2024 10:48,1/7/2024 10:52,Y,10,3:56,3
ID00190,1/6/2024 10:24,Billing,Agent_F,F,1/6/2024,10:24:34,Y,1/6/2024 10:24,1/6/2024 10:29,N,25,4:55,3
ID00191,1/2/2024 14:01,New_Accounts,Agent_F,F,1/2/2024,14:01:29,Y,1/2/2024 14:01,1/2/2024 14:07,Y,24,5:37,3
ID00192,01/23/2024 14:18,Billing,Agent_F,F,01/23/2024,14:18:07,Y,01/23/2024 14:18,01/23/2024 14:21,N,14,2:54,3
ID00193,01/15/2024 13:05,Billing,Agent_D,D,01/15/2024,13:05:27,Y,01/15/2024 13:05,01/15/2024 13:08,Y,12,2:59,3
ID00194,1/3/2024 14:55,Customer_Service,Agent_D,D,1/3/2024,14:55:19,Y,1/3/2024 14:55,1/3/2024 15:03,Y,26,7:59,3
ID00195,01/17/2024 09:33,Retention,Agent_G,G,01/17/2024,9:33:32,Y,01/17/2024 09:34,01/17/2024 09:38,N,46,3:47,3
ID00196,01/21/2024 10:15,Retention,Agent_E,E,01/21/2024,10:15:06,Y,01/21/2024 10:15,01/21/2024 10:18,Y,11,2:59,3
ID00197,01/25/2024 09:11,Customer_Service,Agent_F,F,01/25/2024,9:11:49,Y,01/25/2024 09:11,01/25/2024 09:13,Y,9,1:51,3
ID00198,01/15/2024 17:41,Sales,Agent_F,F,01/15/2024,17:41:40,N,,,N,,,
ID00199,01/21/2024 13:09,Sales,Agent_G,G,01/21/2024,13:09:28,Y,01/21/2024 13:09,01/21/2024 13:10,Y,15,0:31,3
ID00200,01/19/2024 08:22,Retention,Agent_H,H,01/19/2024,8:22:32,Y,01/19/2024 08:22,01/19/2024 08:23,Y,11,1:07,3
ID00201,01/27/2024 12:04,New_Accounts,Agent_B,B,01/27/2024,12:04:41,Y,01/27/2024 12:05,01/27/2024 12:10,Y,35,5:25,3
ID00202,01/15/2024 17:35,Retention,Agent_A,A,01/15/2024,17:35:50,Y,01/15/2024 17:35,01/15/2024 17:37,N,5,1:07,4
ID00203,01/21/2024 11:20,Retention,Agent_E,E,01/21/2024,11:20:38,N,,,N,,,
ID00204,01/15/2024 09:51,Customer_Service,Agent_B,B,01/15/2024,9:51:57,Y,01/15/2024 09:52,01/15/2024 09:55,Y,13,3:17,3
ID00205,1/8/2024 15:28,Billing,Agent_D,D,1/8/2024,15:28:33,Y,1/8/2024 15:29,1/8/2024 15:32,N,43,3:15,3
ID00206,01/13/2024 14:49,Billing,Agent_C,C,01/13/2024,14:49:21,Y,01/13/2024 14:49,01/13/2024 14:55,Y,26,5:28,3
ID00207,1/3/2024 13:06,Billing,Agent_F,F,1/3/2024,13:06:35,Y,1/3/2024 13:07,1/3/2024 13:08,N,27,1:42,3
ID00208,01/31/2024 17:55,Technical_Support,Agent_C,C,01/31/2024,17:55:09,N,,,N,,,
ID00209,1/10/2024 14:08,Sales,Agent_B,B,1/10/2024,14:08:38,Y,1/10/2024 14:08,1/10/2024 14:12,Y,3,3:41,3
ID00210,01/26/2024 13:52,Sales,Agent_A,A,01/26/2024,13:52:08,Y,01/26/2024 13:52,01/26/2024 14:01,Y,16,9:05,3
ID00211,1/12/2024 8:23,New_Accounts,Agent_D,D,1/12/2024,8:23:19,Y,1/12/2024 8:23,1/12/2024 8:27,Y,21,3:31,3
ID00212,1/7/2024 11:08,Retention,Agent_B,B,1/7/2024,11:08:09,Y,1/7/2024 11:08,1/7/2024 11:17,Y,11,8:49,3
ID00213,01/24/2024 16:02,Technical_Support,Agent_C,C,01/24/2024,16:02:42,Y,01/24/2024 16:02,01/24/2024 16:05,Y,7,2:43,3
ID00214,1/6/2024 17:51,Sales,Agent_G,G,1/6/2024,17:51:57,Y,1/6/2024 17:52,1/6/2024 17:56,Y,8,4:37,3
ID00215,01/24/2024 11:28,Sales,Agent_G,G,01/24/2024,11:28:39,Y,01/24/2024 11:28,01/24/2024 11:30,Y,20,1:33,4
ID00216,01/31/2024 15:57,Billing,Agent_H,H,01/31/2024,15:57:53,Y,01/31/2024 15:58,01/31/2024 16:00,Y,21,1:49,3
ID00217,01/13/2024 16:33,Sales,Agent_D,D,01/13/2024,16:33:26,Y,01/13/2024 16:33,01/13/2024 16:38,Y,18,4:32,3
ID00218,1/9/2024 8:41,New_Accounts,Agent_B,B,1/9/2024,8:41:30,Y,1/9/2024 8:42,1/9/2024 8:43,Y,63,1:18,3
ID00219,1/4/2024 12:05,New_Accounts,Agent_G,G,1/4/2024,12:05:48,N,,,N,,,
ID00220,1/5/2024 14:05,Technical_Support,Agent_H,H,1/5/2024,14:05:58,N,,,N,,,
ID00221,01/30/2024 08:26,Technical_Support,Agent_F,F,01/30/2024,8:26:03,Y,01/30/2024 08:26,01/30/2024 08:27,N,28,1:12,3
ID00222,1/12/2024 11:01,Sales,Agent_F,F,1/12/2024,11:01:20,Y,1/12/2024 11:01,1/12/2024 11:04,Y,35,2:29,3
ID00223,1/10/2024 15:44,Customer_Service,Agent_F,F,1/10/2024,15:44:53,Y,1/10/2024 15:45,1/10/2024 15:45,Y,7,0:50,4
ID00224,1/3/2024 8:16,Technical_Support,Agent_G,G,1/3/2024,8:16:13,Y,1/3/2024 8:16,1/3/2024 8:18,Y,3,1:50,3
ID00225,1/10/2024 9:03,New_Accounts,Agent_G,G,1/10/2024,9:03:15,Y,1/10/2024 9:03,1/10/2024 9:06,N,5,3:22,3
ID00226,01/16/2024 17:34,Sales,Agent_B,B,01/16/2024,17:34:01,Y,01/16/2024 17:34,01/16/2024 17:36,Y,21,2:13,3
ID00227,1/1/2024 17:22,Technical_Support,Agent_C,C,1/1/2024,17:22:15,Y,1/1/2024 17:22,1/1/2024 17:24,Y,34,1:11,3
ID00228,1/12/2024 9:33,Retention,Agent_B,B,1/12/2024,9:33:34,Y,1/12/2024 9:34,1/12/2024 9:35,Y,29,1:06,3
ID00229,01/21/2024 14:23,Sales,Agent_F,F,01/21/2024,14:23:16,Y,01/21/2024 14:23,01/21/2024 14:23,Y,13,0:30,3
ID00230,01/24/2024 09:49,Technical_Support,Agent_F,F,01/24/2024,9:49:37,Y,01/24/2024 09:50,01/24/2024 09:51,Y,26,0:58,3
ID00231,1/11/2024 10:53,Technical_Support,Agent_H,H,1/11/2024,10:53:49,Y,1/11/2024 10:54,1/11/2024 10:57,N,37,3:18,3
ID00232,1/3/2024 15:02,Customer_Service,Agent_C,C,1/3/2024,15:02:18,N,,,N,,,
ID00233,1/11/2024 12:32,Sales,Agent_H,H,1/11/2024,12:32:25,Y,1/11/2024 12:32,1/11/2024 12:35,Y,15,2:36,3
ID00234,1/7/2024 12:22,Customer_Service,Agent_F,F,1/7/2024,12:22:55,Y,1/7/2024 12:23,1/7/2024 12:27,Y,15,4:27,3
ID00235,01/14/2024 14:47,Technical_Support,Agent_G,G,01/14/2024,14:47:28,Y,01/14/2024 14:48,01/14/2024 14:50,Y,60,2:26,3
ID00236,01/23/2024 15:23,Customer_Service,Agent_E,E,01/23/2024,15:23:59,Y,01/23/2024 15:24,01/23/2024 15:25,Y,6,1:46,4
ID00237,1/3/2024 14:38,Sales,Agent_E,E,1/3/2024,14:38:52,Y,1/3/2024 14:39,1/3/2024 14:42,Y,30,3:33,4
ID00238,01/22/2024 12:19,Billing,Agent_H,H,01/22/2024,12:19:28,Y,01/22/2024 12:19,01/22/2024 12:24,Y,15,4:54,3
ID00239,01/15/2024 08:46,New_Accounts,Agent_G,G,01/15/2024,8:46:55,Y,01/15/2024 08:47,01/15/2024 08:48,N,47,1:11,3
ID00240,01/31/2024 08:04,Billing,Agent_F,F,01/31/2024,8:04:42,Y,01/31/2024 08:05,01/31/2024 08:11,Y,21,6:15,3
ID00241,1/6/2024 8:09,Customer_Service,Agent_F,F,1/6/2024,8:09:54,Y,1/6/2024 8:10,1/6/2024 8:11,Y,37,1:07,3
ID00242,01/25/2024 13:23,Billing,Agent_A,A,01/25/2024,13:23:24,Y,01/25/2024 13:24,01/25/2024 13:26,Y,41,2:23,3
ID00243,01/31/2024 13:23,Customer_Service,Agent_C,C,01/31/2024,13:23:28,Y,01/31/2024 13:24,01/31/2024 13:25,Y,46,1:30,3
ID00244,01/21/2024 12:15,Customer_Service,Agent_C,C,01/21/2024,12:15:07,Y,01/21/2024 12:15,01/21/2024 12:21,Y,4,6:20,3
ID00245,01/18/2024 09:16,Technical_Support,Agent_H,H,01/18/2024,9:16:49,Y,01/18/2024 09:17,01/18/2024 09:19,Y,32,2:10,2
ID00246,01/23/2024 15:12,Technical_Support,Agent_B,B,01/23/2024,15:12:07,Y,01/23/2024 15:12,01/23/2024 15:17,N,3,5:37,3
ID00247,01/15/2024 09:51,New_Accounts,Agent_F,F,01/15/2024,9:51:43,Y,01/15/2024 09:52,01/15/2024 09:55,Y,28,3:09,3
ID00248,01/18/2024 16:18,Technical_Support,Agent_C,C,01/18/2024,16:18:57,Y,01/18/2024 16:19,01/18/2024 16:20,N,13,1:21,2
ID00249,01/21/2024 10:50,Technical_Support,Agent_B,B,01/21/2024,10:50:23,N,,,N,,,
ID00250,01/26/2024 10:15,Customer_Service,Agent_D,D,01/26/2024,10:15:50,Y,01/26/2024 10:16,01/26/2024 10:20,Y,44,4:08,3
ID00251,01/26/2024 16:08,New_Accounts,Agent_B,B,01/26/2024,16:08:39,Y,01/26/2024 16:08,01/26/2024 16:15,N,14,6:57,3
ID00252,01/24/2024 15:33,Technical_Support,Agent_B,B,01/24/2024,15:33:26,Y,01/24/2024 15:34,01/24/2024 15:36,Y,41,2:32,3
ID00253,1/3/2024 15:29,Technical_Support,Agent_C,C,1/3/2024,15:29:43,N,,,N,,,
ID00254,01/25/2024 16:40,Billing,Agent_D,D,01/25/2024,16:40:37,Y,01/25/2024 16:40,01/25/2024 16:42,N,18,1:40,2
ID00255,1/2/2024 9:33,Customer_Service,Agent_C,C,1/2/2024,9:33:09,Y,1/2/2024 9:33,1/2/2024 9:34,Y,5,1:41,3
ID00256,1/12/2024 16:57,New_Accounts,Agent_E,E,1/12/2024,16:57:18,Y,1/12/2024 16:57,1/12/2024 16:59,N,38,1:31,4
ID00257,1/9/2024 10:40,Sales,Agent_A,A,1/9/2024,10:40:19,Y,1/9/2024 10:40,1/9/2024 10:44,Y,26,3:24,3
ID00258,01/31/2024 17:09,Technical_Support,Agent_F,F,01/31/2024,17:09:10,Y,01/31/2024 17:09,01/31/2024 17:11,Y,14,1:51,2
ID00259,01/27/2024 08:05,Technical_Support,Agent_E,E,01/27/2024,8:05:02,Y,01/27/2024 08:05,01/27/2024 08:11,Y,8,6:20,3
ID00260,01/14/2024 17:40,Customer_Service,Agent_D,D,01/14/2024,17:40:01,Y,01/14/2024 17:40,01/14/2024 17:42,Y,47,1:49,2
ID00261,1/8/2024 14:19,Customer_Service,Agent_A,A,1/8/2024,14:19:29,Y,1/8/2024 14:19,1/8/2024 14:21,Y,17,1:35,3
ID00262,01/15/2024 11:21,Billing,Agent_F,F,01/15/2024,11:21:38,Y,01/15/2024 11:21,01/15/2024 11:22,N,3,0:33,3
ID00263,01/13/2024 10:48,New_Accounts,Agent_A,A,01/13/2024,10:48:23,Y,01/13/2024 10:49,01/13/2024 10:52,Y,48,3:24,4
ID00264,1/9/2024 15:15,Sales,Agent_E,E,1/9/2024,15:15:09,N,,,N,,,
ID00265,01/28/2024 17:26,New_Accounts,Agent_C,C,01/28/2024,17:26:15,Y,01/28/2024 17:26,01/28/2024 17:27,N,17,1:26,3
ID00266,01/24/2024 13:12,Billing,Agent_H,H,01/24/2024,13:12:48,Y,01/24/2024 13:13,01/24/2024 13:14,Y,40,1:08,3
ID00267,1/1/2024 9:25,Sales,Agent_B,B,1/1/2024,9:25:32,Y,1/1/2024 9:25,1/1/2024 9:29,Y,17,4:09,3
ID00268,1/2/2024 12:31,Billing,Agent_H,H,1/2/2024,12:31:38,Y,1/2/2024 12:31,1/2/2024 12:35,Y,19,3:34,3
ID00269,1/4/2024 14:08,Sales,Agent_E,E,1/4/2024,14:08:56,Y,1/4/2024 14:09,1/4/2024 14:10,Y,6,1:27,3
ID00270,01/13/2024 08:36,Customer_Service,Agent_D,D,01/13/2024,8:36:35,Y,01/13/2024 08:37,01/13/2024 08:44,Y,27,7:57,2
ID00271,01/25/2024 16:17,Retention,Agent_B,B,01/25/2024,16:17:52,Y,01/25/2024 16:18,01/25/2024 16:20,Y,20,2:39,3
ID00272,1/12/2024 13:35,Billing,Agent_D,D,1/12/2024,13:35:23,Y,1/12/2024 13:35,1/12/2024 13:39,Y,36,3:42,3
ID00273,1/2/2024 8:02,Sales,Agent_H,H,1/2/2024,8:02:08,Y,1/2/2024 8:02,1/2/2024 8:04,Y,5,2:07,3
ID00274,01/29/2024 16:08,Billing,Agent_F,F,01/29/2024,16:08:20,Y,01/29/2024 16:08,01/29/2024 16:17,N,18,9:03,3
ID00275,01/24/2024 12:37,Sales,Agent_G,G,01/24/2024,12:37:21,Y,01/24/2024 12:37,01/24/2024 12:40,Y,0,2:46,3
ID00276,01/27/2024 08:23,Technical_Support,Agent_H,H,01/27/2024,8:23:21,Y,01/27/2024 08:23,01/27/2024 08:24,Y,17,0:30,3
ID00277,01/24/2024 08:38,New_Accounts,Agent_D,D,01/24/2024,8:38:30,Y,01/24/2024 08:38,01/24/2024 08:39,Y,24,1:04,3
ID00278,1/6/2024 16:40,Retention,Agent_H,H,1/6/2024,16:40:46,Y,1/6/2024 16:41,1/6/2024 16:42,Y,15,1:50,3
ID00279,1/2/2024 17:44,Customer_Service,Agent_F,F,1/2/2024,17:44:07,Y,1/2/2024 17:44,1/2/2024 17:46,Y,20,1:46,3
ID00280,01/23/2024 11:26,Technical_Support,Agent_H,H,01/23/2024,11:26:32,N,,,N,,,
ID00281,01/24/2024 08:45,Technical_Support,Agent_F,F,01/24/2024,8:45:08,N,,,N,,,
ID00282,01/16/2024 16:24,Customer_Service,Agent_H,H,01/16/2024,16:24:20,N,,,N,,,
ID00283,1/11/2024 16:22,Sales,Agent_E,E,1/11/2024,16:22:43,Y,1/11/2024 16:23,1/11/2024 16:24,Y,31,0:59,3
ID00284,1/8/2024 12:35,Customer_Service,Agent_D,D,1/8/2024,12:35:19,Y,1/8/2024 12:35,1/8/2024 12:39,Y,24,4:06,3
ID00285,01/23/2024 15:20,Sales,Agent_E,E,01/23/2024,15:20:30,Y,01/23/2024 15:20,01/23/2024 15:22,Y,0,1:52,4
ID00286,01/18/2024 14:57,Customer_Service,Agent_C,C,01/18/2024,14:57:25,Y,01/18/2024 14:57,01/18/2024 15:01,Y,16,3:43,3
ID00287,01/23/2024 09:22,Sales,Agent_E,E,01/23/2024,9:22:59,Y,01/23/2024 09:23,01/23/2024 09:25,Y,14,2:00,3
ID00288,01/27/2024 16:17,Technical_Support,Agent_F,F,01/27/2024,16:17:59,Y,01/27/2024 16:18,01/27/2024 16:18,Y,4,0:48,2
ID00289,01/19/2024 11:15,New_Accounts,Agent_D,D,01/19/2024,11:15:03,Y,01/19/2024 11:15,01/19/2024 11:19,Y,34,3:56,3
ID00290,01/14/2024 13:45,Retention,Agent_E,E,01/14/2024,13:45:30,Y,01/14/2024 13:46,01/14/2024 13:48,Y,62,1:47,4
ID00291,01/30/2024 10:26,Sales,Agent_H,H,01/30/2024,10:26:41,Y,01/30/2024 10:27,01/30/2024 10:30,Y,46,3:29,3
ID00292,01/31/2024 12:20,New_Accounts,Agent_A,A,01/31/2024,12:20:18,Y,01/31/2024 12:20,01/31/2024 12:23,Y,12,2:58,3
ID00293,01/24/2024 08:58,Customer_Service,Agent_C,C,01/24/2024,8:58:58,N,,,N,,,
ID00294,1/2/2024 14:50,Billing,Agent_F,F,1/2/2024,14:50:31,N,,,N,,,
ID00295,1/1/2024 12:36,New_Accounts,Agent_E,E,1/1/2024,12:36:38,Y,1/1/2024 12:36,1/1/2024 12:41,N,7,5:06,4
ID00296,01/18/2024 16:31,Sales,Agent_H,H,01/18/2024,16:31:56,Y,01/18/2024 16:32,01/18/2024 16:34,N,33,1:36,3
ID00297,1/11/2024 10:46,Technical_Support,Agent_C,C,1/11/2024,10:46:29,Y,1/11/2024 10:46,1/11/2024 10:50,Y,13,3:28,3
ID00298,1/10/2024 17:43,Retention,Agent_H,H,1/10/2024,17:43:48,Y,1/10/2024 17:43,1/10/2024 17:48,Y,9,4:29,3
ID00299,1/3/2024 14:42,Billing,Agent_D,D,1/3/2024,14:42:06,Y,1/3/2024 14:42,1/3/2024 14:44,N,24,2:06,2
ID00300,1/1/2024 12:24,Customer_Service,Agent_D,D,1/1/2024,12:24:15,N,,,N,,,
ID00301,1/10/2024 17:46,Customer_Service,Agent_D,D,1/10/2024,17:46:36,Y,1/10/2024 17:46,1/10/2024 17:48,Y,2,1:57,3
ID00302,1/4/2024 15:19,Billing,Agent_F,F,1/4/2024,15:19:10,Y,1/4/2024 15:19,1/4/2024 15:23,Y,4,4:27,3
ID00303,01/31/2024 12:23,Technical_Support,Agent_C,C,01/31/2024,12:23:39,Y,01/31/2024 12:23,01/31/2024 12:28,Y,8,4:23,3
ID00304,01/20/2024 13:26,Sales,Agent_G,G,01/20/2024,13:26:44,Y,01/20/2024 13:27,01/20/2024 13:29,N,21,2:42,3
ID00305,01/27/2024 11:48,New_Accounts,Agent_A,A,01/27/2024,11:48:15,Y,01/27/2024 11:48,01/27/2024 11:51,Y,15,2:43,3
ID00306,1/12/2024 9:58,New_Accounts,Agent_D,D,1/12/2024,9:58:36,Y,1/12/2024 9:59,1/12/2024 10:04,Y,67,4:50,4
ID00307,1/11/2024 16:28,Billing,Agent_H,H,1/11/2024,16:28:07,Y,1/11/2024 16:28,1/11/2024 16:30,Y,26,1:46,3
ID00308,01/26/2024 08:29,Sales,Agent_G,G,01/26/2024,8:29:08,Y,01/26/2024 08:29,01/26/2024 08:31,Y,29,1:25,4
ID00309,01/22/2024 12:46,Customer_Service,Agent_A,A,01/22/2024,12:46:01,Y,01/22/2024 12:46,01/22/2024 12:50,Y,11,4:01,4
ID00310,1/2/2024 14:22,Customer_Service,Agent_A,A,1/2/2024,14:22:44,N,,,N,,,
ID00311,1/3/2024 15:02,Billing,Agent_D,D,1/3/2024,15:02:18,Y,1/3/2024 15:02,1/3/2024 15:05,N,14,2:41,2
ID00312,01/21/2024 14:23,Retention,Agent_H,H,01/21/2024,14:23:57,Y,01/21/2024 14:24,01/21/2024 14:25,Y,26,1:27,3
ID00313,01/22/2024 16:08,Billing,Agent_B,B,01/22/2024,16:08:41,Y,01/22/2024 16:09,01/22/2024 16:11,Y,50,2:03,2
ID00314,01/17/2024 10:46,New_Accounts,Agent_A,A,01/17/2024,10:46:14,N,,,N,,,
ID00315,01/15/2024 16:27,Sales,Agent_B,B,01/15/2024,16:27:34,Y,01/15/2024 16:27,01/15/2024 16:32,Y,2,5:03,3
ID00316,1/9/2024 11:59,Technical_Support,Agent_B,B,1/9/2024,11:59:56,Y,1/9/2024 12:01,1/9/2024 12:03,Y,64,2:12,3
ID00317,01/20/2024 08:15,Technical_Support,Agent_B,B,01/20/2024,8:15:13,Y,01/20/2024 08:16,01/20/2024 08:17,Y,54,1:46,3
ID00318,01/28/2024 08:15,Technical_Support,Agent_H,H,01/28/2024,8:15:47,Y,01/28/2024 08:16,01/28/2024 08:18,Y,35,1:44,2
ID00319,01/28/2024 08:08,Sales,Agent_D,D,01/28/2024,8:08:32,Y,01/28/2024 08:09,01/28/2024 08:10,Y,29,1:30,3
ID00320,1/11/2024 17:38,Technical_Support,Agent_F,F,1/11/2024,17:38:49,Y,1/11/2024 17:39,1/11/2024 17:42,N,19,3:43,3
ID00321,01/22/2024 16:14,Customer_Service,Agent_A,A,01/22/2024,16:14:26,Y,01/22/2024 16:14,01/22/2024 16:19,Y,20,5:08,3
ID00322,01/24/2024 10:40,Customer_Service,Agent_F,F,01/24/2024,10:40:43,Y,01/24/2024 10:40,01/24/2024 10:41,Y,4,1:10,3
ID00323,01/21/2024 14:50,Technical_Support,Agent_H,H,01/21/2024,14:50:33,Y,01/21/2024 14:51,01/21/2024 14:55,Y,28,4:44,3
ID00324,1/6/2024 16:30,Customer_Service,Agent_E,E,1/6/2024,16:30:15,N,,,N,,,
ID00325,1/5/2024 15:58,Billing,Agent_H,H,1/5/2024,15:58:03,Y,1/5/2024 15:58,1/5/2024 15:58,Y,5,0:30,3
ID00326,1/8/2024 12:13,Technical_Support,Agent_H,H,1/8/2024,12:13:21,Y,1/8/2024 12:14,1/8/2024 12:15,Y,51,1:47,3
ID00327,01/24/2024 11:03,Sales,Agent_A,A,01/24/2024,11:03:17,N,,,N,,,
ID00328,1/7/2024 17:46,Billing,Agent_H,H,1/7/2024,17:46:42,Y,1/7/2024 17:47,1/7/2024 17:49,N,21,2:52,2
ID00329,1/10/2024 8:13,Customer_Service,Agent_A,A,1/10/2024,8:13:59,Y,1/10/2024 8:14,1/10/2024 8:15,Y,7,1:30,3
ID00330,01/30/2024 11:44,Technical_Support,Agent_G,G,01/30/2024,11:44:38,N,,,N,,,
ID00331,01/18/2024 13:49,Billing,Agent_F,F,01/18/2024,13:49:18,Y,01/18/2024 13:49,01/18/2024 13:51,Y,16,1:37,2
ID00332,01/29/2024 15:29,Customer_Service,Agent_H,H,01/29/2024,15:29:06,Y,01/29/2024 15:29,01/29/2024 15:32,Y,30,2:46,3
ID00333,1/7/2024 13:20,Sales,Agent_B,B,1/7/2024,13:20:26,Y,1/7/2024 13:20,1/7/2024 13:22,Y,3,1:53,3
ID00334,01/18/2024 17:37,Customer_Service,Agent_C,C,01/18/2024,17:37:46,Y,01/18/2024 17:37,01/18/2024 17:41,Y,5,3:30,3
ID00335,01/19/2024 11:31,Customer_Service,Agent_D,D,01/19/2024,11:31:35,Y,01/19/2024 11:31,01/19/2024 11:33,N,8,1:33,2
ID00336,01/31/2024 15:29,Billing,Agent_F,F,01/31/2024,15:29:10,Y,01/31/2024 15:29,01/31/2024 15:32,Y,17,2:57,3
ID00337,01/16/2024 10:58,Sales,Agent_A,A,01/16/2024,10:58:56,Y,01/16/2024 10:59,01/16/2024 11:02,N,6,3:26,4
ID00338,1/3/2024 8:48,Customer_Service,Agent_C,C,1/3/2024,8:48:00,Y,1/3/2024 8:48,1/3/2024 8:56,Y,26,7:38,3
ID00339,1/7/2024 16:29,Sales,Agent_G,G,1/7/2024,16:29:23,Y,1/7/2024 16:30,1/7/2024 16:31,Y,41,1:44,3
ID00340,01/18/2024 16:26,Customer_Service,Agent_D,D,01/18/2024,16:26:00,Y,01/18/2024 16:26,01/18/2024 16:32,Y,18,6:17,3
ID00341,01/17/2024 14:51,Retention,Agent_B,B,01/17/2024,14:51:58,Y,01/17/2024 14:52,01/17/2024 14:56,Y,3,4:23,3
ID00342,01/20/2024 16:16,Technical_Support,Agent_H,H,01/20/2024,16:16:52,Y,01/20/2024 16:17,01/20/2024 16:18,N,20,1:37,3
ID00343,01/15/2024 17:15,Customer_Service,Agent_A,A,01/15/2024,17:15:44,Y,01/15/2024 17:15,01/15/2024 17:22,N,4,7:02,4
ID00344,01/25/2024 08:05,Customer_Service,Agent_F,F,01/25/2024,8:05:25,Y,01/25/2024 08:05,01/25/2024 08:10,Y,17,4:18,3
ID00345,1/6/2024 9:31,Billing,Agent_F,F,1/6/2024,9:31:54,Y,1/6/2024 9:32,1/6/2024 9:34,N,33,2:09,3
ID00346,1/4/2024 16:58,Billing,Agent_H,H,1/4/2024,16:58:02,Y,1/4/2024 16:58,1/4/2024 17:01,N,7,3:25,3
ID00347,01/22/2024 12:57,Retention,Agent_B,B,01/22/2024,12:57:34,Y,01/22/2024 12:58,01/22/2024 12:59,N,42,1:16,3
ID00348,1/1/2024 11:37,Customer_Service,Agent_G,G,1/1/2024,11:37:09,N,,,N,,,
ID00349,1/10/2024 10:36,Sales,Agent_G,G,1/10/2024,10:36:15,Y,1/10/2024 10:36,1/10/2024 10:38,Y,17,2:15,3
ID00350,01/13/2024 10:50,Billing,Agent_F,F,01/13/2024,10:50:44,Y,01/13/2024 10:51,01/13/2024 10:57,Y,25,6:50,3
ID00351,01/27/2024 09:21,Technical_Support,Agent_G,G,01/27/2024,9:21:38,N,,,N,,,
ID00352,1/11/2024 8:40,Billing,Agent_H,H,1/11/2024,8:40:17,Y,1/11/2024 8:40,1/11/2024 8:42,Y,1,1:47,2
ID00353,01/31/2024 14:27,New_Accounts,Agent_G,G,01/31/2024,14:27:11,Y,01/31/2024 14:27,01/31/2024 14:29,Y,10,2:17,3
ID00354,01/26/2024 11:45,Customer_Service,Agent_C,C,01/26/2024,11:45:04,Y,01/26/2024 11:45,01/26/2024 11:48,Y,47,2:10,3
ID00355,1/5/2024 14:20,Technical_Support,Agent_B,B,1/5/2024,14:20:23,N,,,N,,,
ID00356,01/15/2024 13:48,Retention,Agent_B,B,01/15/2024,13:48:17,Y,01/15/2024 13:48,01/15/2024 13:51,Y,11,3:19,3
ID00357,01/18/2024 16:26,New_Accounts,Agent_E,E,01/18/2024,16:26:06,Y,01/18/2024 16:26,01/18/2024 16:29,Y,11,3:37,4
ID00358,01/26/2024 13:55,Technical_Support,Agent_H,H,01/26/2024,13:55:24,Y,01/26/2024 13:55,01/26/2024 14:00,Y,33,4:43,2
ID00359,01/29/2024 16:57,Billing,Agent_D,D,01/29/2024,16:57:15,Y,01/29/2024 16:57,01/29/2024 17:01,Y,27,3:54,3
ID00360,1/9/2024 12:17,Technical_Support,Agent_C,C,1/9/2024,12:17:31,Y,1/9/2024 12:17,1/9/2024 12:18,Y,26,0:44,2
ID00361,01/16/2024 09:23,Technical_Support,Agent_H,H,01/16/2024,9:23:16,Y,01/16/2024 09:23,01/16/2024 09:26,Y,20,2:33,3
ID00362,1/4/2024 10:19,Billing,Agent_F,F,1/4/2024,10:19:00,Y,1/4/2024 10:19,1/4/2024 10:22,Y,22,2:59,3
ID00363,01/28/2024 13:28,Sales,Agent_B,B,01/28/2024,13:28:21,Y,01/28/2024 13:28,01/28/2024 13:30,Y,30,1:53,3
ID00364,01/23/2024 11:30,Technical_Support,Agent_H,H,01/23/2024,11:30:20,N,,,N,,,
ID00365,1/10/2024 15:36,Sales,Agent_G,G,1/10/2024,15:36:50,Y,1/10/2024 15:36,1/10/2024 15:39,Y,9,2:38,3
ID00366,1/12/2024 9:59,Technical_Support,Agent_C,C,1/12/2024,9:59:36,Y,1/12/2024 9:59,1/12/2024 10:00,Y,6,1:16,3
ID00367,01/31/2024 15:45,Billing,Agent_F,F,01/31/2024,15:45:13,Y,01/31/2024 15:46,01/31/2024 15:48,Y,49,2:29,3
ID00368,01/28/2024 14:43,Sales,Agent_E,E,01/28/2024,14:43:31,Y,01/28/2024 14:43,01/28/2024 14:48,Y,17,5:02,3
ID00369,01/23/2024 14:50,Sales,Agent_G,G,01/23/2024,14:50:24,Y,01/23/2024 14:50,01/23/2024 14:55,Y,19,4:35,3
ID00370,01/30/2024 14:34,Technical_Support,Agent_F,F,01/30/2024,14:34:02,Y,01/30/2024 14:34,01/30/2024 14:37,N,0,3:56,3
